Word	type	syllable	V_Quality	ID	Iteration	stress_level	stress_type	quality	Vowel_Duration_(ms)
bee_iiz	CVV	bee	e___	NW0	1	phrase	secondary	1	143.7269571
bee_iiz	CVV	bee	e___	NW0	1	word	secondary	1	128.9845238
cuki	CV	cu	u	NW0	1	phrase	primary	1	64.5240942
cuki	CV	cu	u	NW0	1	word	primary	1	61.68008242
cukii_	CV	cu	u	NW0	1	phrase	unstressed	1	60.8726912
cukii_	CV	cu	u	NW0	1	word	unstressed	1	47.16017389
daa_daar	CVVC	daar	aa	NW0	1	phrase	secondary	1	134.857072
daa_daar	CVVC	daar	aa	NW0	1	word	secondary	1	135.163717
d_oondaar	CVVC	daar	aa	NW0	1	phrase	secondary	1	130.7838099
d_oondaar	CVVC	daar	aa	NW0	1	word	secondary	1	138.3647917
